url,label
salesforce.com,safe
http://www.smos.cn/News_1.asp,malicious
oracle.com,safe
https://tomhoffmann.us/point/wfargo/wfargo/wellsrgo/wiret.html,malicious
https://www.xohlezgr.gov,safe
salesforce.com,safe
stackoverflow.com,safe
google.com,safe
nvidia.com,safe
thefreelibrary.com/Beating+the+blues+in+Kansas+City.-a019066902,malicious
github.com,safe
github.com,safe
https://www.cvotfbgt.org,safe
apple.com,safe
microsoft.com,safe
"http://www.nordseemiete.de/dithmarschen.html?lang=de_DE.UTF-8,+de_CH.U",malicious
https://www.lrzqwcfm.net,safe
tesla.com,safe
https://www.bpfbxtyg.net,safe
tesla.com,safe
http://104.168.44.166/ngs.sh4,malicious
https://www.gymfbfpu.net,safe
https://www.edjiceuz.edu,safe
linkedin.com,safe
realtor.com/property-search/Bend_OR/Echo-Hollow-Rd,malicious
microsoft.com,safe
ibm.com,safe
linuxvm.org/Present/SHARE99/S2880JMa.pdf,malicious
https://www.lbnagcnc.com,safe
gaming.wikia.com/wiki/Video_game_developer,malicious
https://www.xcoljmgd.gov,safe
https://www.jrbvzrvy.net,safe
stackoverflow.com,safe
tesla.com,safe
tesla.com,safe
github.com,safe
researchexcellencemetrics.com/8872392235/3853935958353/,malicious
https://www.qgrahcoe.edu,safe
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%80%81%E5%B8%88%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malicious
stackoverflow.com,safe
https://www.aofbaapr.org,safe
https://www.efaesqxd.gov,safe
mutigers.com/sports/m-baskbl/mtt/miss-m-baskbl-mtt.html,malicious
salesforce.com,safe
google.com,safe
github.com,safe
petrinidressings.com/market/index.php?main_page=index&cPath=67,malicious
https://www.ldavjndu.com,safe
github.com,safe
tesla.com,safe
wikipedia.org,safe
github.com,safe
http://mashable.com/people/55229c08519840114904cb2a/2015/05/01/destiny-xur-weekend-deals-may-1,malicious
https://www.quvuhebm.gov,safe
https://www.wdmycvyn.edu,safe
wikipedia.org,safe
github.com,safe
https://www.lrmlpldd.gov,safe
mrlaureltonqueens.com/2011/10/20/new-album-blog-father-the-amber-cole-story-the-prequal-to-no-wedding-no-womb-failing-when-all-else-fails-blame-black-boys/,malicious
http://162.212.115.26:33682/Mozi.m,malicious
salesforce.com,safe
https://www.etdybudt.edu,safe
apple.com,safe
nvidia.com,safe
tesla.com,safe
salesforce.com,safe
apple.com,safe
hockeydraft.ca/players.aspx,malicious
linkedin.com,safe
nvidia.com,safe
github.com,safe
linkedin.com,safe
simple.wikipedia.org/wiki/PBS_Kids,malicious
tesla.com,safe
https://www.kllaaslu.net,safe
https://www.zkuwjseq.com,safe
princess-diana.com/,malicious
https://www.facpsnmz.gov,safe
github.com,safe
https://www.tabkhtmj.net,safe
github.com,safe
https://www.byeuefwh.org,safe
activeserveng.com/paypal/index1.php,malicious
nvidia.com,safe
https://www.rnbnbljq.gov,safe
https://www.blowddub.com,safe
https://www.yrgxcxlt.edu,safe
apple.com,safe
zanzibarcarhire.info,malicious
salesforce.com,safe
https://www.rkigkdgm.gov,safe
linkedin.com,safe
https://www.qnwrlzpf.org,safe
tesla.com,safe
google.com,safe
www.tx.ncsu.edu/jtatm/volume2issue4/articles/ercan/ercan_full_47_02.pdf,malicious
moviezen.com/celebrity/lorenzo-lamas,malicious
nndb.com/people/417/000130027/,malicious
github.com,safe
https://www.fyhlitij.org,safe
http://www.solarix.com.pl/index.php?option=com_content&view=article&id=16&Itemid=10,malicious
https://www.rrscltmr.com,safe
lgbtqnation.com/2011/08/north-sea-texas-belgium-directors-debut-film-captures-attention-at-montreal-festival/,malicious
tvtraxx.com/so-you-think-you-can-dance-canada,malicious
https://www.wmhldrhy.edu,safe
apple.com,safe
spring96.org/en/news/46999,malicious
adobe.com,safe
flair.wittysparks.com/topic/Calvin+Trillin,malicious
oracle.com,safe
salesforce.com,safe
apple.com,safe
https://www.urtdurxg.net,safe
http://111.43.223.190:60762/Mozi.m,malicious
ibm.com,safe
linkedin.com,safe
https://www.kapmwozw.edu,safe
babes.myftp.org/pics/Shelby-Chong.html,malicious
tesla.com,safe
github.com,safe
tesla.com,safe
microsoft.com,safe
salesforce.com,safe
nvidia.com,safe
stackoverflow.com,safe
http://pkfcaribbean.com/about-us/1-company-profile.html,malicious
apple.com,safe
tesla.com,safe
apple.com,safe
https://www.xgjxwwlw.com,safe
oracle.com,safe
salesforce.com,safe
https://www.nfcwwbrb.com,safe
tribtoday.com/page/content.detail/id/561362/Paul-H--Young-Sr---1930-2011.html?nav=5022,malicious
github.com,safe
http://elitedaily.com/life/culture/9-ways-birthday-kind-starts-suck-get-older/916480/,malicious
wikipedia.org,safe
microsoft.com,safe
armedforcessports.defense.gov/zvol.html,malicious
oracle.com,safe
stackoverflow.com,safe
articles.cnn.com/keyword/precious-doe,malicious
http://185.244.39.118/armv5l,malicious
stackoverflow.com,safe
https://www.mjmxkuaf.net,safe
salesforce.com,safe
github.com,safe
apple.com,safe
stackoverflow.com,safe
https://www.jlicdknt.net,safe
https://spdtextile.com/sport/123Cl2.exe,malicious
https://www.llpfkftv.edu,safe
google.com,safe
https://www.avsbyqme.net,safe
https://www.opairals.edu,safe
chacha.com/question/is-tory-belleci-dating-anyone,malicious
wikipedia.org,safe
adobe.com,safe
stackoverflow.com,safe
filmschoolrejects.com/features/short-film-your-crooked-heart.php,malicious
apple.com,safe
tesla.com,safe
http://stackoverflow.com/questions/22894679/how-to-implement-the-order-analysis-in-matlab,malicious
microsoft.com,safe
https://www.tusdkbuf.com,safe
https://www.mlmntljt.com,safe
microsoft.com,safe
adobe.com,safe
microsoft.com,safe
tools.ietf.org/html/rfc2944,malicious
linkedin.com,safe
microsoft.com,safe
stackoverflow.com,safe
http://www.kertemindecityforening.dk/billedbank.html?vsig16_0=38,malicious
apple.com,safe
ibm.com,safe
https://www.zzavetju.net,safe
imdb.com/title/tt1159721/,malicious
https://www.rkfypkih.gov,safe
ibm.com,safe
oracle.com,safe
linkedin.com,safe
thefreelibrary.com/75+most+powerful+blacks+on+wall+street%3a+whether+they're+in+investment...-a0152585543,malicious
github.com,safe
ibm.com,safe
wikipedia.org,safe
google.com,safe
https://www.xqtkqcza.org,safe
github.com,safe
stackoverflow.com,safe
https://www.xkfzlqxq.gov,safe
https://www.agidbkbp.com,safe
https://www.fwtpssoy.org,safe
nvidia.com,safe
tesla.com,safe
http://icicibank.com/Personal-Banking/insta-banking/internet-banking/list-of-service-requests.page,malicious
nvidia.com,safe
https://www.sxmeuirp.edu,safe
https://www.oknmzjgl.org,safe
https://www.wnrcjkqv.net,safe
microsoft.com,safe
google.com,safe
https://www.jsrzavnl.com,safe
https://www.dyblxlzf.edu,safe
https://www.ysqocjpx.net,safe
stackoverflow.com,safe
https://www.dbjebles.edu,safe
ibm.com,safe
wikipedia.org,safe
www.web10016.vs.netbenefit.co.uk/holding/,malicious
wikipedia.org,safe
github.com,safe
youtube.com/watch?v=qQqAysuWRLs,malicious
tesla.com,safe
https://www.pwijetvb.net,safe
microsoft.com,safe
oracle.com,safe
wikipedia.org,safe
github.com,safe
github.com,safe
tesla.com,safe
tesla.com,safe
apple.com,safe
salesforce.com,safe
adobe.com,safe
kotharis.in,malicious
oracle.com,safe
linkedin.com,safe
tesla.com,safe
linkedin.com,safe
wikipedia.org,safe
apple.com,safe
nvidia.com,safe
https://www.fbfdqrce.edu,safe
http://3cf.ru/2015/07/20/stoimost-nefti-wti-vpervye-s-aprelia-ypala-nije-50-za-barrel/,malicious
google.com,safe
stackoverflow.com,safe
github.com,safe
sfgenealogy.com/sf/schools/gwhss70.htm,malicious
nvidia.com,safe
nvidia.com,safe
linkedin.com/in/ddferguson,malicious
https://www.uemiodyt.edu,safe
google.com,safe
https://www.kdwznmpm.net,safe
linkedin.com,safe
salesforce.com,safe
http://www.ekwdesign.de/referenzen.html,malicious
stackoverflow.com,safe
wikipedia.org,safe
microsoft.com,safe
google.com,safe
stackoverflow.com,safe
https://www.qwvtssuj.net,safe
adobe.com,safe
salesforce.com,safe
https://www.jusnwcdc.com,safe
microsoft.com,safe
stackoverflow.com,safe
http://casadecambiodq.com/d.html,malicious
https://www.iuqjxeoj.gov,safe
https://www.dfmgirrt.net,safe
adobe.com,safe
https://www.mhjstezb.gov,safe
apple.com,safe
nvidia.com,safe
https://www.zmftrhep.edu,safe
salesforce.com,safe
usa-people-search.com/Find-Steven-Boyce.aspx,malicious
oracle.com,safe
ibm.com,safe
https://www.kchwpwoy.net,safe
yelp.com/biz/vachon-nicholas-s-dpm-ellsworth,malicious
oracle.com,safe
wikipedia.org,safe
oracle.com,safe
oracle.com,safe
https://www.jcniwnxv.gov,safe
salesforce.com,safe
salesforce.com,safe
wikipedia.org,safe
microsoft.com,safe
https://www.jyfaldix.net,safe
https://www.tmerbrot.edu,safe
http://www.capella.nl/nl/veel-gestelde-vragen/2-capella.html,malicious
tesla.com,safe
https://www.jgubceks.edu,safe
adobe.com,safe
msn.foxsports.com/nascar/cup/driver/scott-riggs/371515,malicious
https://www.ugghxcon.gov,safe
https://www.lxegdfad.gov,safe
https://www.afevajyd.com,safe
ibm.com,safe
adobe.com,safe
http://troop139.net/contact-troop-139,malicious
https://www.hihodsnb.org,safe
https://www.npldrphh.edu,safe
https://www.lbqdicel.gov,safe
nvidia.com,safe
google.com,safe
stackoverflow.com,safe
https://www.eipgnrkl.org,safe
tesla.com,safe
linkedin.com,safe
http://www.lontechshop.co.uk/password-removal.html,malicious
oracle.com,safe
http://www.seniorentanz-neustadt.de/kontakt.html,malicious
salesforce.com,safe
https://www.epmehciq.com,safe
salesforce.com,safe
tesla.com,safe
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malicious
microsoft.com,safe
https://www.gsmukksd.net,safe
adobe.com,safe
salesforce.com,safe
https://www.vqiyjplx.edu,safe
salesforce.com,safe
microsoft.com,safe
https://www.vqzhiiva.gov,safe
http://www.agence-metro.com/index.php?option=com_content&view=article&id=98:telecharger-les-brochures&catid=38&Itemid=81,malicious
ibm.com,safe
stackoverflow.com,safe
https://www.xdmhsiez.org,safe
google.com,safe
apple.com,safe
oracle.com,safe
freebase.com/view/en/colin_ferguson_1972,malicious
microsoft.com,safe
salesforce.com,safe
http://searchengineland.com/google-cites-local-inventory-ad-successes-after-walmart-drops-out-217113,malicious
https://www.erjtwtzq.com,safe
microsoft.com,safe
nvidia.com,safe
github.com,safe
salesforce.com,safe
github.com,safe
linkedin.com,safe
ibm.com,safe
github.com,safe
rakar.si/en-contact.php,malicious
tesla.com,safe
ibm.com,safe
linkedin.com,safe
github.com,safe
microsoft.com,safe
https://mitsui-jyuku.mixh.jp/uploads/794d4fe8115bf6b56a9f2357e2c9e699c5.exe,malicious
nvidia.com,safe
https://www.suvttbnp.org,safe
http://www.philharmonia-chor-stuttgart.de/konzerte/rueckblick/100-samstag-11-september-2010-2320-uhr,malicious
habbu-hotel.beepworld.de/,malicious
salesforce.com,safe
salesforce.com,safe
amazon.com/Century-Breakdown-Amazon-Exclusive-Explicit/dp/B00299EKQK,malicious
http://supergorod.ru/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3N1cGVyZ29yb2QucnUvaW5kZXgucGhwLzIwMTAtMDgtMDQtMTctMDktNTgvNC1pemRhbi8yLTIwMTAtMDgtMDQtMTYtNTAtNTE=,malicious
https://www.aabsaqpx.org,safe
https://www.vigiymer.net,safe
oracle.com,safe
tesla.com,safe
wikipedia.org,safe
tesla.com,safe
nvidia.com,safe
facebook.com/people/Mason-Bryan/775548974,malicious
stackoverflow.com,safe
adobe.com,safe
spoke.com/info/p7Xynu8/JimLewis,malicious
https://www.emfzlsfm.org,safe
www.cs.columbia.edu/~hgs/netbib/,malicious
https://www.gdbmmlsj.edu,safe
github.com,safe
oracle.com,safe
tesla.com,safe
google.com,safe
github.com,safe
https://www.arigxdgf.net,safe
hauntedamericatours.com/haunted/scariest/,malicious
clemsontigers.com/sports/c-swim/mtt/lane_eric00.html,malicious
wikipedia.org,safe
linkedin.com,safe
ibm.com,safe
google.com,safe
oracle.com,safe
altmusic.about.com/od/reviews/fr/galaxie500.htm,malicious
nvidia.com,safe
oracle.com,safe
oracle.com,safe
last.fm/music/Rogue+Wave/+wiki,malicious
oracle.com,safe
http://contek.com.br/component/content/article/13-area-trabalhista/195-ferias-coletivas.html,malicious
wikipedia.org,safe
tesla.com,safe
errc.org/cikk.php?cikk=1717,malicious
microsoft.com,safe
github.com,safe
linkedin.com,safe
adobe.com,safe
answers.com/topic/808s-heartbreak,malicious
https://www.zyvxutzs.edu,safe
github.com,safe
google.com,safe
https://www.mrajxzle.gov,safe
mrmikeskaraoke.com/,malicious
instituteofmosaicart.com/,malicious
http://abcnews.go.com/US/hearse-driver-funeral-director-fired-stopping-coffee-funeral/story?id=31009273,malicious
google.com,safe
salesforce.com,safe
www.visopsys.org/osdev/index.html,malicious
en.wikipedia.org/wiki/2007-08_Maryland_Terrapins_men%27s_basketball_team,malicious
wikipedia.org,safe
microsoft.com,safe
https://www.cjfjftqf.org,safe
linkedin.com,safe
stackoverflow.com,safe
https://www.qccaccqy.gov,safe
microsoft.com,safe
wikipedia.org,safe
microsoft.com,safe
nvidia.com,safe
https://www.rmrqrrez.com,safe
salesforce.com,safe
adobe.com,safe
github.com,safe
adobe.com,safe
linkedin.com,safe
filmsite.org/comedyfilms4.html,malicious
google.com,safe
linkedin.com,safe
google.com,safe
http://172.36.40.38:41820/Mozi.m,malicious
ibm.com,safe
microsoft.com,safe
ibm.com,safe
slurrymagazine.com/2011/01/13/chinese-foot-binding-1/,malicious
tesla.com,safe
https://www.sbqjmcjl.org,safe
linkedin.com,safe
https://www.khbpbvqg.com,safe
wikipedia.org,safe
apple.com,safe
https://www.atzfsvrv.edu,safe
oracle.com,safe
ideas.repec.org/p/fth/uqamso/9803.html,malicious
linkedin.com,safe
salesforce.com,safe
tesla.com,safe
google.com,safe
microsoft.com,safe
apple.com,safe
adobe.com,safe
tesla.com,safe
google.com,safe
google.com,safe
adobe.com,safe
https://www.rfkaczzy.edu,safe
https://tune.pk/video/6051029/pehli-baar-video-song-dil-dhadakne-do-ranveer-singh-anushka-sharma-t-series,malicious
http://www.speyerseminar.de/cms/index.php?option=com_content&view=article&id=46&Itemid=85,malicious
github.com,safe
adobe.com,safe
wikipedia.org,safe
worldsrecords.com/pages/artists/m/moten_bennie/bennie_moten_27205.html,malicious
tesla.com,safe
linkedin.com,safe
wikipedia.org,safe
google.com,safe
stackoverflow.com,safe
https://www.owzbtayn.gov,safe
wikipedia.org,safe
wikipedia.org,safe
microsoft.com,safe
apple.com,safe
https://www.fquqxwya.gov,safe
ibm.com,safe
https://www.gakdnoxa.gov,safe
https://www.nqwkdops.org,safe
https://www.kxhzumoi.gov,safe
wikipedia.org,safe
linkedin.com,safe
ibdcrohns.about.com/od/dailylife/p/guessbenirschke.htm,malicious
tesla.com,safe
nvidia.com,safe
nvidia.com,safe
nvidia.com,safe
salesforce.com,safe
salesforce.com,safe
apple.com,safe
https://www.arwxckly.edu,safe
nvidia.com,safe
orangeband.biz,malicious
ibm.com,safe
oracle.com,safe
github.com,safe
https://www.tlrpovgg.edu,safe
nvidia.com,safe
https://www.ubaasnxm.com,safe
nvidia.com,safe
google.com,safe
apple.com,safe
https://www.wgogqghr.edu,safe
wikipedia.org,safe
tesla.com,safe
slideshare.net/ross/charlene-lis-first-zipcast-disruptive-technology-outlook-2011,malicious
nvidia.com,safe
piedmontavenue.org/,malicious
ibm.com,safe
ft.com/cms/s/0/66ed6dfe-8550-11e0-871e-00144feabdc0.html,malicious
http://rus-master.com/\321%80ะตะผะพะฝ\321%82-ะบะฒะฐ\321%80\321%82ะธ\321%80-\321%84ะพ\321%82ะพ-ะฟะต\321%82ะต\321%80ะฑ\321%83\321%80ะณ.html?start=12,malicious
linkedin.com/directory/people/camiolo.html,malicious
nvidia.com,safe
salesforce.com,safe
apple.com,safe
https://www.gwtsfmwx.org,safe
google.com,safe
oracle.com,safe
adobe.com,safe
wikipedia.org,safe
oracle.com,safe
adobe.com,safe
ncbi.nlm.nih.gov/pubmed/16530621,malicious
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,malicious
google.com,safe
paypal-services.de/km/paypal/verifikation/3793/index.php,malicious
https://www.prdkwezq.edu,safe
github.com,safe
ibm.com,safe
microsoft.com,safe
linkedin.com/company/pittsburgh-public-schools,malicious
microsoft.com,safe
linkedin.com,safe
kennedy-center.org/calendar/index.cfm?fuseaction=showIndividual&entity_id=3815&source_type=A,malicious
search.espn.go.com/buffalo-bills/,malicious
stackoverflow.com,safe
oracle.com,safe
wikibin.org/articles/list-of-western-film-actors.html,malicious
https://www.nshwmisb.net,safe
ibm.com,safe
surrotsfr.com/www.paypal.fr/verification/e1cbb08316a704d8f3ba7f66dd385d49/login.php,malicious
salesforce.com,safe
http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7/,malicious
tesla.com,safe
apple.com,safe
nvidia.com,safe
wikipedia.org,safe
wikipedia.org,safe
ibm.com,safe
wikipedia.org,safe
salesforce.com,safe
ibm.com,safe
https://www.moxqsuos.gov,safe
microsoft.com,safe
linkedin.com,safe
salesforce.com,safe
https://www.povfwmry.edu,safe
https://www.alpyalou.org,safe
https://www.pfleoyem.edu,safe
google.com,safe
github.com,safe
onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1467-9493.1994.tb00245.x,malicious
https://www.fwvcaduu.gov,safe
tesla.com,safe
salesforce.com,safe
twitter.com/DaveRiggert,malicious
stackoverflow.com,safe
google.com,safe
nvidia.com,safe
flixster.com/actor/charles-slim-whitaker,malicious
http://mic.com/articles/112062/the-way-most-people-meet-their-significant-others-is-not-what-you-think,malicious
stackoverflow.com,safe
linkedin.com,safe
https://www.sjfmardy.edu,safe
oracle.com,safe
tesla.com,safe
microsoft.com,safe
google.com,safe
www.well.com/confteam/,malicious
salesforce.com,safe
metrolyrics.com/food-aka-arent-you-hungary-lyrics-reggie-the-full-effect.html,malicious
mshp.dps.mo.gov/HP68/SearchAction?searchTroop=A,malicious
github.com,safe
github.com,safe
adobe.com,safe
stackoverflow.com,safe
dallasnews.com/sports/college-sports/baylor-bears/20111028-baylor-texas-am-only-big-12-teams-in-ap-men-s-basketball-poll.ece,malicious
https://www.glgttbby.gov,safe
wikipedia.org,safe
google.com,safe
kickoff.com/news/24127/orlando-pirates-defender-siyabonga-sangweni-not-bothered-by-kaizer-chiefs.php,malicious
salesforce.com,safe
http://comarcabrasil.com.br/index.php/component/jforms/4/67?view=form,malicious
microsoft.com,safe
https://www.mfuxvcup.edu,safe
oracle.com,safe
github.com,safe
apple.com,safe
https://www.kunsacoc.edu,safe
nvidia.com,safe
https://www.mszzsgri.com,safe
adobe.com,safe
wikipedia.org,safe
http://us.diablo.net.login.xml.sc-ueo.in/login.html,malicious
apple.com,safe
adobe.com,safe
linkedin.com,safe
adobe.com,safe
oracle.com,safe
http://www.hnyjdw.com/images/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index,malicious
nvidia.com,safe
https://www.cutxjfur.com,safe
https://www.rnjrwtoo.org,safe
tesla.com,safe
1688.se,malicious
linkedin.com,safe
http://www.leondabytheyarra.com.au/cocktail-parties.html,malicious
https://www.ugfkwoch.com,safe
http://www.bcm-shop.de/home.html?page=shop.browse&category_id=99,malicious
http://mygerman.info/index.php?option=com_phocagallery&view=category&id=6&Itemid=93,malicious
github.com,safe
https://www.jquztftj.gov,safe
https://www.tmiigobh.net,safe
voravan.com,malicious
aceshowbiz.com/celebrity/burt_bacharach/,malicious
google.com,safe
https://www.wguwmxrc.edu,safe
wikipedia.org,safe
github.com,safe
oracle.com,safe
nvidia.com,safe
nvidia.com,safe
https://www.kpiasane.net,safe
https://www.oyrzzxam.edu,safe
github.com,safe
tesla.com,safe
microsoft.com,safe
nvidia.com,safe
github.com,safe
nvidia.com,safe
https://www.kevfboow.net,safe
https://www.mmzmiitd.net,safe
lasalle.edu.sg/,malicious
adobe.com,safe
marathons.ahotu.com/calendar/marathon/canada/quebec,malicious
https://www.efebvxpp.edu,safe
stackoverflow.com,safe
tesla.com,safe
linkedin.com,safe
google.com,safe
adobe.com,safe
google.com,safe
https://www.znzrqtkf.org,safe
ibm.com,safe
linkedin.com,safe
apple.com,safe
www.angelfire.com/ok/otla/,malicious
salesforce.com,safe
ibm.com,safe
https://www.qnyxnbri.com,safe
ibm.com,safe
microsoft.com,safe
urbandictionary.com/define.php?term=gang,malicious
tesla.com,safe
https://www.unlymdvb.net,safe
eastchance.com/uniIndex.asp?cnt=75,malicious
www.motortrend.com/multimedia/wallpaper/,malicious
microsoft.com,safe
https://www.gsbvydyz.com,safe
https://www.hkxjhvla.com,safe
wikipedia.org,safe
linkedin.com,safe
tesla.com,safe
oracle.com,safe
microsoft.com,safe
adobe.com,safe
wikipedia.org,safe
nvidia.com,safe
stackoverflow.com,safe
google.com,safe
tv.com/people/green-day/,malicious
arabmontreal.com/alsayde/,malicious
apple.com,safe
github.com,safe
https://www.uqrtnxlb.edu,safe
https://www.axoxyqss.org,safe
https://www.rhxzxyqi.gov,safe
https://www.gjhhdrig.net,safe
ibm.com,safe
http://www.webdesignnewengland.com/contact-us.html,malicious
microsoft.com,safe
https://www.cgahwrkj.edu,safe
nvidia.com,safe
adobe.com,safe
apple.com,safe
https://www.spluqoev.com,safe
oracle.com,safe
microsoft.com,safe
apple.com,safe
https://www.xjalzdws.gov,safe
https://www.ibgagkgn.com,safe
https://www.vvvhiaju.net,safe
http://www.gerridavis.com/galleries/171-gallery-011,malicious
oracle.com,safe
microsoft.com,safe
ibm.com,safe
https://www.ywdnkhxc.org,safe
https://www.tvdggrzz.edu,safe
apple.com,safe
ibm.com,safe
insidebayarea.com/oaklandtribune/localnews/ci_19173612,malicious
http://thenextweb.com/apps/2014/08/12/squarespace-releases-two-android-apps-note-blog-help-customers-manage-sites/gtm.js/gtm.start,malicious
oracle.com,safe
linkedin.com,safe
salesforce.com,safe
https://www.ezhuhmuq.net,safe
oracle.com,safe
channel5.com/shows/the-vanessa-show/vanessa-and-ben/vanessa-feltz,malicious
apple.com,safe
wikipedia.org,safe
ibm.com,safe
https://www.hqsxztte.net,safe
https://www.kwyhaxpi.org,safe
google.com,safe
oracle.com,safe
https://www.jterzbdp.org,safe
linkedin.com,safe
stackoverflow.com,safe
https://www.suieijzj.edu,safe
https://www.lkmdkjuk.edu,safe
wikipedia.org,safe
google.com,safe
adobe.com,safe
en.wikipedia.org/wiki/Ren%C3%A9-Charles_Dion_Ang%C3%A9lil,malicious
https://www.zpbfbzzm.org,safe
groups.yahoo.com/group/blogpromo/,malicious
http://www.bissfest-marburg.de/newsletter.pdf,malicious
wikipedia.org,safe
github.com,safe
ibm.com,safe
supermarketsavvy.com/,malicious
https://www.kpqldoic.org,safe
oracle.com,safe
https://www.oavonuig.org,safe
google.com,safe
https://www.qphsghyw.org,safe
stackoverflow.com,safe
oracle.com,safe
ibm.com,safe
microsoft.com,safe
stackoverflow.com,safe
linkedin.com,safe
topix.com/city/mount-royal-nj,malicious
apple.com,safe
nvidia.com,safe
https://www.iophomay.org,safe
stackoverflow.com,safe
apple.com,safe
apple.com,safe
blog.cjanerun.com/,malicious
majid21.x10.mx/pp/,malicious
https://www.zyycodxb.com,safe
nvidia.com,safe
microsoft.com,safe
nvidia.com,safe
ibm.com,safe
salesforce.com,safe
nvidia.com,safe
salesforce.com,safe
https://www.lgaabpje.com,safe
github.com,safe
https://www.jussduhw.edu,safe
microsoft.com,safe
adobe.com,safe
adobe.com,safe
stackoverflow.com,safe
microsoft.com,safe
salesforce.com,safe
apple.com,safe
https://www.mtybxomg.com,safe
http://sfglobe.com/2015/04/17/family-battles-canavans-disease-a-rare-genetic-disorder/,malicious
nvidia.com,safe
https://www.poqrtens.net,safe
adobe.com,safe
adobe.com,safe
tesla.com,safe
linkedin.com,safe
http://37.49.226.43/beastmode/b3astmode.ppc,malicious
wikipedia.org,safe
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB%E9%B8%9F/,malicious
google.com,safe
linkedin.com,safe
nvidia.com,safe
ibm.com,safe
https://turkuazkirtasiye.com/kalemler,malicious
https://www.rriaqsgr.org,safe
360boating.com/statelist.cfm?state=BC,malicious
github.com,safe
http://udn.com/news/story/7098/899117-%E9%81%BF%E5%85%8D%E5%BD%8E%E6%9B%B2%E9%96%80%E5%86%8D%E7%8F%BE-iPhone-6s%E5%82%B3%E6%9B%B4%E5%A0%85%E5%9B%BA,malicious
nvidia.com,safe
wikipedia.org,safe
stackoverflow.com,safe
https://www.gjxovrtk.com,safe
linkedin.com,safe
tesla.com,safe
github.com,safe
https://www.nmnmbuaw.edu,safe
nvidia.com,safe
adobe.com,safe
youtube.com/watch?v=44YB54Jr8n8,malicious
83360paypal9382.techniicall.com/86305555675067449985?cmd=y5y59696i506b686r5c6t546j4a696a614065696,malicious
https://www.yfciksnx.net,safe
wikipedia.org,safe
github.com,safe
https://www.abrtrxct.gov,safe
ibm.com,safe
https://www.swcmqhdv.gov,safe
linkedin.com,safe
wikipedia.org,safe
tesla.com,safe
ibm.com,safe
https://www.jzvbohdq.edu,safe
ebycustomer.com/1998-ELDDIS-PEUGEOT-BOXER-350-LWB-2-5-TURBO-DIESEL/www.ebay.co.uk-itm-ws-eBayISAPIdll-ViewItem&-trksid-p4340-l2557&hash-item3cca346c0b&item-261090470923&nma-true&pt-UK-Cars-Motorhome-Campervan-1998-ELDDIS-PEUGEOT-BOXER-350-LWB-2-5-TURBO-DIESEL-MOTORHOME-CAMPER/eb/vpp.html,malicious
oracle.com,safe
golden-silver.gr/wp-content/uploads/2013/properties/index.htm,malicious
twitter.com/MusicBugs,malicious
https://www.kofnskhu.com,safe
http://www.uklady.walery.com.pl/index.php/literatura?tmpl=component&print=1&page=,malicious
http://10gamestop.com/d8f431fd66efae3d8e1a0a40d896ab90/updateprofile.exe,malicious
https://www.nporalwm.org,safe
apple.com,safe
oracle.com,safe
centricle.com/tools/favelets/,malicious
https://www.jqezgmky.com,safe
nvidia.com,safe
linkedin.com,safe
github.com,safe
chicagodramatists.org/playwrights/,malicious
apple.com,safe
google.com,safe
https://www.auyvztma.com,safe
oracle.com,safe
apple.com,safe
nvidia.com,safe
linkedin.com,safe
http://www.vfleberstadt.de/index.php?limitstart=30,malicious
oursportscentral.com/services/releases/?id=4276932,malicious
archive.org/stream/williamscincinna1862cinc/williamscincinna1862cinc_djvu.txt,malicious
salesforce.com,safe
salesforce.com,safe
wikipedia.org,safe
github.com,safe
tesla.com,safe
linkedin.com,safe
linkedin.com,safe
nvidia.com,safe
github.com,safe
google.com,safe
mangafox.com/manga/bakumatsu_seishun_hanafubuki/,malicious
wikipedia.org,safe
https://www.ireupayb.org,safe
google.com,safe
http://www.abelmannconsulting.de/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5hYmVsbWFubmNvbnN1bHRpbmcuZGUvZGUvd2ViYWdlbnR1ci9jb250ZW50LW1hbmFnZW1lbnQ=,malicious
apple.com,safe
salesforce.com,safe
nvidia.com,safe
linkedin.com,safe
tesla.com,safe
adobe.com,safe
google.com,safe
microsoft.com,safe
https://www.mzswfwam.gov,safe
http://www.lojasspack.com.br/site/contato,malicious
github.com,safe
http://halalreturns.com/index.php?view=article&catid=53:residential-help&id=83:rate-watch-email&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=61,malicious
maps.thefullwiki.org/2000_Summer_Olympics,malicious
linkedin.com,safe
stackoverflow.com,safe
microsoft.com,safe
adobe.com,safe
adobe.com,safe
